game_id,player_id,player,agent,acs,kill,death,assist
118976,1533,Derrek,breach,121,8,11,8
118977,3993,jawgemo,omen,147,15,22,15
118977,8873,dgzin,jett,189,19,21,1
118978,26171,Demon1,brimstone,93,6,12,4
118978,939,mwzera,fade,169,11,18,3
118979,619,C0M,sova,140,10,20,5
118979,1711,Khalil,omen,185,14,15,17
118980,817,FiNESSE,breach,160,8,11,10
118980,8742,jakee,omen,70,8,16,7
118981,261,Victor,viper,140,10,17,3
118981,7871,Xeppaa,skye,123,9,13,14
118982,98,ardiis,killjoy,90,7,16,1
118982,7871,Xeppaa,skye,162,11,14,12
118983,783,murizzz,viper,110,6,15,6
118983,683,pANcada,killjoy,136,8,10,5
118984,8673,heat,raze,129,9,17,4
118984,683,pANcada,killjoy,156,9,15,4
118986,24007,Shyy,killjoy,214,23,22,5
118986,733,stellar,killjoy,136,10,19,3
118987,7603,Mazino,omen,141,10,18,7
118987,601,Asuna,gekko,159,14,14,7
118988,725,nzr,skye,162,14,15,6
118988,733,stellar,viper,161,15,17,3
118989,3993,jawgemo,raze,237,13,14,4
118989,2408,tuyz,astra,102,4,14,4
118990,3993,jawgemo,omen,148,11,21,10
118990,6193,cauanzin,skye,134,10,17,10
118991,619,C0M,fade,104,3,13,5
118991,727,saadhak,killjoy,248,13,7,3
118992,729,Zellsis,killjoy,136,9,12,5
118992,1575,Quick,killjoy,84,6,14,3
118993,7873,leaf,skye,188,15,17,5
118993,8872,Mazin,viper,160,12,17,5
118995,4,crashies,sova,168,13,14,9
118995,2610,Klaus,sova,127,10,17,4
118996,817,FiNESSE,killjoy,218,13,9,1
118996,2764,DaveeyS,kayo,77,3,14,3
118998,817,FiNESSE,viper,215,13,16,17
118998,733,stellar,viper,200,12,18,10
118999,98,ardiis,jett,184,10,12,1
118999,733,stellar,killjoy,133,6,12,2
119001,13093,jzz,skye,134,12,16,9
119001,1575,Quick,harbor,124,10,16,11
119002,13093,jzz,skye,165,11,17,6
119002,1711,Khalil,astra,120,8,9,7
119004,16003,runi,viper,124,7,9,4
119004,4004,zekken,raze,180,9,13,4
119005,7871,Xeppaa,raze,218,16,13,4
119005,4004,zekken,raze,105,6,15,3
119007,24007,Shyy,skye,115,7,16,16
119007,619,C0M,viper,108,9,15,4
119008,7603,Mazino,harbor,225,18,17,11
119008,11225,Ethan,skye,125,9,19,11
119009,24007,Shyy,killjoy,148,11,15,6
119009,3993,jawgemo,omen,144,10,18,9
119010,2408,tuyz,harbor,63,3,17,8
119010,2610,Klaus,skye,153,12,17,13
119011,8447,Less,killjoy,173,12,16,5
119011,2021,axeddy,kayo,150,12,19,8
119012,727,saadhak,raze,160,10,16,5
119012,2021,axeddy,raze,139,10,19,4
119013,604,Boostio,killjoy,111,8,14,4
119013,263,Marved,brimstone,113,7,14,5
119014,604,Boostio,killjoy,167,10,11,5
119014,263,Marved,viper,95,5,16,6
119016,16003,runi,breach,134,9,8,11
119016,13093,jzz,raze,119,7,15,3
119017,8742,jakee,omen,126,8,10,11
119017,783,murizzz,viper,109,5,13,4
119019,727,saadhak,kayo,150,8,12,10
119019,3880,bang,omen,78,5,14,10
119020,727,saadhak,raze,168,14,21,5
119020,733,stellar,cypher,129,11,19,8
119022,24007,Shyy,killjoy,143,9,9,2
119022,1311,Melser,omen,53,3,14,3
119023,3828,Tacolilla,jett,107,8,9,0
119023,2021,axeddy,raze,123,6,14,2
119025,817,FiNESSE,viper,151,12,20,5
119025,1575,Quick,viper,160,14,18,4
119026,98,ardiis,jett,170,12,19,8
119026,1711,Khalil,killjoy,154,13,16,3
119027,98,ardiis,jett,208,14,12,2
119027,1711,Khalil,killjoy,99,5,13,4
119028,8872,Mazin,viper,120,10,15,8
119028,733,stellar,harbor,129,10,18,6
119029,8873,dgzin,neon,170,11,17,3
119029,601,Asuna,skye,156,9,11,11
119030,1575,Quick,viper,158,12,19,8
119030,3880,bang,omen,187,15,15,12
119031,604,Boostio,killjoy,150,9,5,3
119031,13093,jzz,raze,114,5,15,4
119032,619,C0M,sova,158,11,10,3
119032,783,murizzz,fade,122,8,14,4
119034,2021,axeddy,viper,121,9,19,10
119034,263,Marved,viper,135,12,19,5
119035,2610,Klaus,skye,125,10,19,8
119035,659,Sacy,skye,164,13,15,9
119037,817,FiNESSE,viper,85,5,11,4
119037,6193,cauanzin,skye,154,9,16,5
119038,817,FiNESSE,viper,159,12,16,9
119038,8480,aspas,jett,166,11,20,4
119040,3828,Tacolilla,raze,156,9,17,5
119040,8742,jakee,omen,133,11,13,2
119041,7603,Mazino,omen,135,7,15,10
119041,729,Zellsis,breach,143,8,11,12
119231,683,pANcada,viper,125,10,12,2
119231,1575,Quick,viper,140,9,15,8
119232,4004,zekken,breach,117,7,17,10
119232,8872,Mazin,harbor,168,11,14,6
119233,683,pANcada,viper,161,21,22,7
119233,939,mwzera,raze,187,21,30,11
119234,261,Victor,raze,198,15,14,6
119234,3993,jawgemo,raze,239,16,19,6
119235,98,ardiis,jett,221,16,15,2
119235,3993,jawgemo,raze,153,10,16,3
119237,8742,jakee,omen,160,16,21,12
119237,1311,Melser,harbor,195,18,20,7
119238,7871,Xeppaa,skye,191,12,16,6
119238,2610,Klaus,sova,131,9,11,7
119239,7873,leaf,skye,150,11,18,6
119239,2610,Klaus,skye,132,10,20,11
119240,8549,kiNgg,breach,134,10,14,4
119240,6193,cauanzin,skye,143,8,15,8
119241,3828,Tacolilla,jett,75,4,17,1
119241,6193,cauanzin,sova,166,10,7,8
119243,941,TxoziN,killjoy,161,8,12,6
119243,733,stellar,killjoy,179,11,16,3
119244,13093,jzz,jett,126,11,19,2
119244,1533,Derrek,killjoy,144,10,18,9
119245,783,murizzz,viper,179,12,16,8
119245,733,stellar,viper,118,6,16,9
123159,3828,Tacolilla,jett,143,9,14,1
123159,1575,Quick,killjoy,191,13,12,0
123160,7603,Mazino,harbor,131,17,28,12
123160,1575,Quick,viper,197,22,30,15
123161,24007,Shyy,skye,92,5,14,7
123161,8872,Mazin,skye,160,10,10,12
123162,817,FiNESSE,breach,127,9,19,12
123162,11225,Ethan,breach,153,13,18,6
123163,261,Victor,raze,116,10,24,4
123163,619,C0M,viper,168,15,19,9
123164,261,Victor,kayo,93,4,17,13
123164,11225,Ethan,kayo,143,10,13,11
123165,8480,aspas,jett,130,9,8,3
123165,8873,dgzin,jett,96,5,15,2
123166,2408,tuyz,omen,194,12,10,7
123166,8873,dgzin,jett,135,8,15,3
123168,16003,runi,breach,125,7,17,5
123168,604,Boostio,killjoy,220,15,13,1
123169,7873,leaf,jett,116,5,15,0
123169,11225,Ethan,skye,147,9,5,7
123182,8872,Mazin,skye,110,10,15,4
123182,98,ardiis,sage,202,15,16,6
123183,8872,Mazin,harbor,102,9,17,9
123183,817,FiNESSE,viper,90,8,12,6
123179,7873,leaf,jett,171,12,14,4
123179,7603,Mazino,harbor,158,12,16,7
123180,7873,leaf,neon,137,12,18,2
123180,7603,Mazino,omen,163,13,17,12
123181,16003,runi,viper,217,13,12,4
123181,7603,Mazino,omen,89,5,15,6
123171,727,saadhak,kayo,151,9,15,15
123171,26171,Demon1,brimstone,199,16,16,3
123172,8447,Less,killjoy,168,15,17,3
123172,604,Boostio,killjoy,154,11,17,5
123173,727,saadhak,chamber,150,8,10,1
123173,604,Boostio,astra,175,8,15,5
123185,7873,leaf,jett,182,14,17,1
123185,261,Victor,killjoy,124,9,19,5
123186,8742,jakee,omen,148,10,17,4
123186,261,Victor,neon,150,10,18,7
123187,16003,runi,sova,157,13,20,3
123187,817,FiNESSE,viper,178,15,16,5
123188,604,Boostio,killjoy,166,13,18,3
123188,98,ardiis,jett,150,11,17,3
123189,26171,Demon1,jett,146,10,19,1
123189,4,crashies,sova,144,7,13,9
123190,604,Boostio,killjoy,177,13,21,3
123190,817,FiNESSE,viper,122,9,15,6
123191,3993,jawgemo,raze,170,8,17,6
123191,98,ardiis,jett,258,13,12,10
123174,8480,aspas,jett,111,8,13,1
123174,4164,s0m,omen,127,10,13,7
123175,8447,Less,viper,149,11,18,5
123175,817,FiNESSE,viper,145,10,20,7
123176,6193,cauanzin,breach,166,14,18,4
123176,817,FiNESSE,breach,136,10,19,10
132557,10125,qw1,jett,139,8,13,2
132557,604,Boostio,astra,160,11,11,3
132558,10125,qw1,neon,188,18,22,2
132558,619,C0M,breach,138,12,19,12
132554,11600,Foxy9,raze,207,14,20,6
132554,7135,hfmi0dzjc9z7,raze,173,14,17,5
132555,11600,Foxy9,jett,241,16,17,4
132555,25949,bunt,harbor,153,10,19,10
132542,15559,CHICHOO,killjoy,167,11,20,9
132542,474,xeta,breach,96,7,18,11
132543,3017,nobody,sova,192,15,12,4
132543,5129,ban,omen,134,9,18,4
132544,3017,nobody,skye,177,15,19,8
132544,31207,Carpe,skye,126,11,21,16
132539,817,FiNESSE,killjoy,131,10,13,3
132539,109,ANGE1,omen,114,7,17,9
132540,4,crashies,skye,157,14,19,15
132540,11,Zyppan,fade,155,15,18,6
132541,817,FiNESSE,viper,196,13,12,4
132541,384,Shao,killjoy,103,7,12,2
132560,485,stax,breach,109,5,15,11
132560,619,C0M,sova,150,9,11,8
132561,485,stax,kayo,111,7,17,9
132561,604,Boostio,killjoy,168,15,13,2
132545,817,FiNESSE,viper,107,7,17,7
132545,474,xeta,harbor,127,9,14,7
132546,98,ardiis,sage,145,10,14,9
132546,5129,ban,harbor,88,7,17,2
132547,817,FiNESSE,viper,145,12,17,10
132547,4545,Sayaplayer,jett,174,15,16,3
132563,3028,Life,jett,179,13,13,3
132563,3604,MOJJ,killjoy,225,18,17,2
132564,7135,hfmi0dzjc9z7,sova,114,7,16,5
132564,3604,MOJJ,killjoy,180,11,11,4
132565,7135,hfmi0dzjc9z7,skye,126,8,16,3
132565,8044,MrFaliN,omen,133,9,14,10
132548,2858,SUYGETSU,killjoy,165,18,20,5
132548,15559,CHICHOO,viper,103,11,21,8
132549,11,Zyppan,skye,151,15,21,4
132549,4742,Smoggy,jett,185,17,20,6
132566,772,Zest,brimstone,126,9,16,13
132566,1139,qRaxs,kayo,159,12,16,8
132567,485,stax,breach,171,11,17,16
132567,3604,MOJJ,cypher,147,12,15,2
132568,488,Rb,killjoy,263,16,10,2
132568,1139,qRaxs,gekko,131,7,16,3
132551,5129,ban,jett,136,6,15,3
132551,3017,nobody,skye,171,11,9,7
132552,4545,Sayaplayer,jett,123,7,18,2
132552,4742,Smoggy,breach,114,7,16,9
132701,727,saadhak,kayo,111,6,16,8
132701,604,Boostio,killjoy,150,9,13,6
132702,727,saadhak,kayo,133,8,16,7
132702,604,Boostio,killjoy,161,10,14,5
132698,457,nAts,killjoy,193,13,15,3
132698,4742,Smoggy,breach,127,10,17,8
132699,101,soulcas,sage,152,12,18,5
132699,4720,Haodong,astra,142,11,13,4
132700,457,nAts,viper,156,13,19,7
132700,15559,CHICHOO,cypher,139,11,17,5
132695,5022,Derke,raze,180,13,16,3
132695,817,FiNESSE,breach,109,8,18,5
132696,438,Boaster,brimstone,162,9,8,10
132696,98,ardiis,sage,84,4,15,2
132692,24679,cgrs,skye,107,6,16,15
132692,485,stax,skye,128,10,18,8
132693,9801,f0rsakeN,harbor,124,9,17,9
132693,804,BuZz,raze,230,17,21,4
132721,4720,Haodong,omen,175,12,11,13
132721,6193,cauanzin,skye,146,9,17,4
132722,4742,Smoggy,breach,142,11,15,12
132722,727,saadhak,kayo,128,8,18,10
132718,772,Zest,harbor,161,12,19,10
132718,4164,s0m,harbor,166,14,19,14
132719,4462,MaKo,omen,88,5,16,5
132719,817,FiNESSE,viper,114,7,9,8
132707,101,soulcas,viper,123,5,14,5
132707,3993,jawgemo,raze,200,11,10,4
132708,1427,Redgar,omen,144,11,16,10
132708,26171,Demon1,jett,157,12,18,3
132704,24679,cgrs,gekko,104,6,17,6
132704,1380,Leo,fade,181,13,9,6
132705,9803,d4v41,skye,142,9,16,6
132705,1380,Leo,skye,151,10,16,10
132724,1427,Redgar,omen,137,11,18,14
132724,261,Victor,killjoy,171,14,20,7
132725,1427,Redgar,omen,130,9,17,10
132725,817,FiNESSE,killjoy,143,10,18,3
132726,1427,Redgar,omen,65,3,13,4
132726,4,crashies,skye,117,8,9,7
132727,24679,cgrs,breach,125,10,21,13
132727,4720,Haodong,brimstone,139,12,22,9
132728,7378,Jinggg,raze,189,14,21,5
132728,3520,ZmjjKK,raze,222,17,18,4
132729,9801,f0rsakeN,cypher,178,14,15,11
132729,15559,CHICHOO,cypher,127,11,16,1
132710,438,Boaster,astra,175,9,8,13
132710,26171,Demon1,jett,134,7,16,2
132711,5022,Derke,raze,186,13,17,4
132711,11225,Ethan,breach,167,12,17,12
132712,5022,Derke,raze,141,11,22,3
132712,604,Boostio,astra,169,12,21,10
132730,4,crashies,skye,174,17,22,8
132730,9800,mindfreak,astra,127,12,16,8
132731,4,crashies,skye,70,5,8,11
132731,9800,mindfreak,omen,100,5,17,5
132732,817,FiNESSE,viper,188,14,18,9
132732,24679,cgrs,gekko,136,13,14,2
132733,3993,jawgemo,raze,203,13,15,7
132733,24679,cgrs,breach,125,9,15,7
132734,604,Boostio,killjoy,209,20,21,2
132734,24679,cgrs,gekko,122,10,18,8
132735,11225,Ethan,skye,113,8,17,5
132735,24679,cgrs,skye,148,12,16,8
132736,11225,Ethan,skye,130,7,10,14
132736,9801,f0rsakeN,jett,212,13,17,2
132737,604,Boostio,killjoy,151,9,17,4
132737,24679,cgrs,fade,166,11,18,9
132713,458,Chronicle,viper,128,9,14,9
132713,3993,jawgemo,omen,119,8,16,6
132714,438,Boaster,omen,137,11,15,13
132714,619,C0M,viper,113,8,20,4
132715,438,Boaster,brimstone,140,10,16,16
132715,3993,jawgemo,raze,144,11,23,4
135648,2452,Patiphan,brimstone,195,15,13,12
135648,7718,xnfri,raze,111,6,16,3
135649,3977,Crws,kayo,150,12,12,11
135649,10584,Seoldam,jett,142,9,17,5
135651,7764,Lmemore,viper,209,18,18,6
135651,4095,SkRossi,jett,150,12,20,3
135652,7764,Lmemore,killjoy,150,11,18,4
135652,4095,SkRossi,jett,130,12,16,2
135654,4056,Sylvan,astra,122,9,20,11
135654,2452,Patiphan,harbor,143,12,20,4
135655,4056,Sylvan,omen,154,10,18,11
135655,6723,foxz,skye,157,12,20,13
135656,13039,Meteor,jett,222,20,24,4
135656,13788,JitBoyS,killjoy,179,18,21,3
135657,6668,SugarZ3ro,omen,106,6,14,5
135657,7403,EJAY,jett,198,12,7,2
135658,1000,crow,skye,154,11,16,8
135658,7403,EJAY,jett,125,8,18,2
135659,999,Laz,cypher,158,21,31,14
135659,7045,fl1pzjder,kayo,160,20,31,18
135660,7405,Jremy,raze,226,15,13,4
135660,771,k1Ng,killjoy,86,6,16,1
135661,2334,JessieVash,sova,181,12,15,10
135661,4827,GodDead,kayo,130,6,18,13
135663,1395,TENNN,raze,210,15,14,5
135663,7405,Jremy,killjoy,142,10,16,0
135664,424,Dep,neon,192,12,14,5
135664,2679,DubsteP,jett,89,5,17,3
135666,7045,fl1pzjder,breach,187,10,18,7
135666,983,TS,sova,123,7,10,7
135667,7764,Lmemore,killjoy,243,13,8,3
135667,771,k1Ng,cypher,67,3,15,1
135668,7764,Lmemore,killjoy,86,6,17,2
135668,983,TS,sova,113,8,14,8
135669,2333,BORKUM,omen,102,8,17,10
135669,4827,GodDead,breach,126,11,12,8
135670,2679,DubsteP,jett,133,12,17,2
135670,771,k1Ng,killjoy,142,11,19,4
135671,7405,Jremy,killjoy,143,7,5,5
135671,13039,Meteor,jett,156,6,14,4
135672,2334,JessieVash,sova,130,9,13,6
135672,983,TS,gekko,148,9,14,8
135674,1000,crow,breach,161,14,17,14
135674,8504,invy,breach,105,9,18,14
135675,6668,SugarZ3ro,omen,138,10,19,8
135675,8504,invy,kayo,124,11,12,10
135676,999,Laz,viper,227,15,13,6
135676,2334,JessieVash,skye,114,7,18,6
135677,424,Dep,neon,206,14,13,4
135677,7405,Jremy,killjoy,141,8,16,1
135070,1144,Boo,skye,72,4,16,6
135070,1428,sheydos,breach,117,9,12,12
135071,1144,Boo,fade,79,7,14,1
135071,339,koldamenta,astra,64,5,11,9
135072,29873,benjyfishy,killjoy,107,8,15,3
135072,339,koldamenta,omen,164,11,11,13
135073,556,SouhcNi,sova,144,11,16,8
135073,302,ZE1SH,breach,75,7,17,9
135074,1481,AsLanM4shadoW,killjoy,141,9,19,5
135074,302,ZE1SH,killjoy,129,9,10,1
135075,1481,AsLanM4shadoW,sage,126,10,21,5
135075,2625,sh1n,skye,146,13,19,11
135076,109,ANGE1,omen,129,7,18,4
135076,339,koldamenta,astra,104,8,10,8
135077,2858,SUYGETSU,cypher,118,7,15,0
135077,1428,sheydos,viper,160,8,7,8
135079,292,Fit1nho,jett,175,13,20,7
135079,302,ZE1SH,skye,120,10,18,8
135080,10,rhyme,breach,207,13,13,5
135080,4603,xms,omen,91,6,14,4
135082,339,koldamenta,omen,88,8,18,11
135082,4181,Cloud,sova,171,15,16,9
135083,1428,sheydos,killjoy,91,5,14,3
135083,10,rhyme,astra,138,8,11,8
135096,109,ANGE1,brimstone,171,11,14,4
135096,4603,xms,omen,68,6,17,2
135097,109,ANGE1,omen,180,11,18,8
135097,14669,Nivera,sova,123,8,14,10
135098,109,ANGE1,sova,192,12,14,6
135098,14669,Nivera,killjoy,90,6,15,2
135099,9558,Wolfen,jett,191,17,21,3
135099,384,Shao,fade,125,10,14,15
135100,339,koldamenta,astra,94,6,17,11
135100,109,ANGE1,sova,124,8,18,7
135101,339,koldamenta,brimstone,99,6,17,11
135101,573,cNed,killjoy,100,9,16,2
135085,4181,Cloud,yoru,149,12,22,4
135085,2858,SUYGETSU,viper,120,10,20,5
135086,10,rhyme,raze,143,11,14,3
135086,109,ANGE1,brimstone,57,3,19,7
135087,2690,hoody,chamber,125,9,13,4
135087,109,ANGE1,omen,168,12,20,10
134548,941,TxoziN,viper,79,3,18,5
134548,1294,NagZ,viper,100,6,10,11
134549,941,TxoziN,killjoy,139,9,12,6
134549,2610,Klaus,skye,143,11,15,14
134554,8873,dgzin,jett,188,17,17,6
134554,1311,Melser,astra,126,12,19,8
134555,1711,Khalil,omen,92,5,13,3
134555,1294,NagZ,killjoy,122,8,9,2
134556,1671,kon4n,sova,184,14,17,10
134556,2764,DaveeyS,cypher,128,11,21,5
134551,683,pANcada,killjoy,89,8,18,4
134551,1533,Derrek,harbor,137,14,17,6
134552,4004,zekken,raze,238,16,15,5
134552,1533,Derrek,skye,133,8,18,6
134553,263,Marved,brimstone,143,9,14,14
134553,1533,Derrek,skye,94,5,16,9
134557,729,Zellsis,harbor,79,6,12,7
134557,263,Marved,astra,103,7,18,2
134558,16003,runi,fade,82,5,15,3
134558,4004,zekken,raze,206,11,13,7
134559,8742,jakee,astra,163,13,14,5
134559,263,Marved,astra,132,10,17,11
134560,3828,Tacolilla,jett,77,5,16,0
134560,1294,NagZ,viper,138,8,13,6
134561,7603,Mazino,omen,144,9,18,11
134561,1311,Melser,omen,136,10,14,3
134563,729,Zellsis,killjoy,182,11,8,2
134563,2462,keznit,jett,124,7,15,6
134564,7871,Xeppaa,skye,102,5,17,3
134564,2462,keznit,jett,263,15,14,10
134565,729,Zellsis,killjoy,173,10,17,6
134565,1294,NagZ,killjoy,158,11,9,3
134571,4004,zekken,raze,177,13,18,4
134571,3828,Tacolilla,jett,177,13,14,1
134572,659,Sacy,skye,103,7,17,9
134572,725,nzr,raze,226,12,11,10
134574,7873,leaf,raze,227,15,16,3
134574,24007,Shyy,killjoy,96,5,13,2
134575,16003,runi,killjoy,160,12,17,2
134575,7603,Mazino,harbor,138,10,17,9
134576,7871,Xeppaa,raze,167,13,19,1
134576,24007,Shyy,skye,146,14,14,6
134577,7871,Xeppaa,killjoy,158,12,20,5
134577,3828,Tacolilla,jett,200,17,19,4
134578,7873,leaf,raze,161,9,19,3
134578,3828,Tacolilla,chamber,144,10,12,3
134566,2764,DaveeyS,chamber,140,10,7,1
134566,7603,Mazino,astra,115,7,13,6
134567,2610,Klaus,skye,111,8,17,6
134567,24007,Shyy,killjoy,126,7,16,6
134568,1294,NagZ,killjoy,153,11,13,5
134568,3828,Tacolilla,jett,175,11,17,3
134569,2764,DaveeyS,killjoy,148,13,15,0
134569,7603,Mazino,omen,206,15,19,11
137395,1427,Redgar,sova,125,10,18,8
137395,109,ANGE1,omen,178,15,19,8
137396,101,soulcas,skye,101,11,19,8
137396,11,Zyppan,raze,193,21,25,4
137398,804,BuZz,raze,156,15,24,6
137398,2408,tuyz,omen,159,16,18,21
137399,485,stax,skye,146,11,13,3
137399,6193,cauanzin,skye,142,8,14,11
137400,804,BuZz,jett,171,12,16,3
137400,727,saadhak,breach,125,9,17,7
137368,10125,qw1,jett,198,14,13,1
137368,31207,Carpe,skye,89,5,17,3
137369,3604,MOJJ,killjoy,221,15,13,4
137369,4545,Sayaplayer,jett,168,10,19,2
137365,604,Boostio,killjoy,137,10,12,3
137365,7857,BerLIN,omen,88,5,18,7
137366,604,Boostio,killjoy,87,6,14,3
137366,7857,BerLIN,omen,145,10,16,7
137401,109,ANGE1,brimstone,151,11,27,15
137401,804,BuZz,raze,152,15,20,2
137402,109,ANGE1,omen,148,10,15,15
137402,488,Rb,killjoy,103,6,17,4
137403,573,cNed,raze,147,13,19,2
137403,772,Zest,viper,154,14,19,6
137383,4,crashies,skye,199,18,20,7
137383,4774,Knight,omen,186,17,23,7
137384,261,Victor,raze,191,13,20,2
137384,3024,rin,omen,131,10,12,10
137380,438,Boaster,brimstone,194,12,11,8
137380,1000,crow,breach,102,6,15,3
137381,5022,Derke,jett,190,14,15,1
137381,1395,TENNN,raze,178,12,19,3
137371,26171,Demon1,jett,149,16,20,3
137371,10125,qw1,jett,186,20,21,0
137372,11225,Ethan,skye,185,12,16,18
137372,6510,AtaKaptan,brimstone,183,12,17,12
137350,9803,d4v41,viper,126,9,10,1
137350,1294,NagZ,viper,120,7,16,8
137351,9801,f0rsakeN,killjoy,158,9,14,8
137351,2610,Klaus,skye,182,12,16,3
137353,4742,Smoggy,jett,161,18,24,3
137353,4181,Cloud,skye,162,16,21,10
137354,4742,Smoggy,raze,128,9,20,3
137354,10,rhyme,brimstone,150,12,17,9
137355,4742,Smoggy,kayo,207,14,16,13
137355,10,rhyme,omen,95,5,19,16
137386,1380,Leo,sova,175,10,7,7
137386,3024,rin,omen,96,4,14,3
137387,438,Boaster,astra,120,9,11,9
137387,4774,Knight,omen,117,9,15,5
137404,9780,Jamppi,breach,121,7,13,1
137404,727,saadhak,viper,194,8,9,8
137405,457,nAts,viper,127,8,15,3
137405,8480,aspas,raze,172,11,17,5
137374,4880,nizhaoTZH,viper,141,11,16,7
137374,31207,Carpe,fade,78,8,14,6
137375,4880,nizhaoTZH,harbor,86,6,15,4
137375,31207,Carpe,gekko,191,13,16,3
137356,9803,d4v41,killjoy,172,12,13,4
137356,3017,nobody,skye,93,5,15,6
137357,17086,something,jett,152,16,20,3
137357,3017,nobody,fade,148,13,22,9
137359,2610,Klaus,skye,138,12,20,6
137359,4181,Cloud,skye,141,12,14,15
137360,1311,Melser,harbor,110,8,22,7
137360,3070,nukkye,cypher,170,15,18,6
137389,6668,SugarZ3ro,brimstone,123,17,17,7
137389,4164,s0m,brimstone,124,21,16,12
137390,6668,SugarZ3ro,astra,59,3,12,2
137390,4,crashies,skye,166,8,9,10
137407,384,Shao,astra,98,9,14,11
137407,8480,aspas,jett,162,16,17,1
137408,109,ANGE1,omen,99,8,20,8
137408,8447,Less,killjoy,224,21,18,3
137409,384,Shao,skye,96,7,15,10
137409,6193,cauanzin,skye,117,6,21,11
137377,10125,qw1,raze,202,16,17,5
137377,474,xeta,viper,120,8,15,6
137378,6510,AtaKaptan,brimstone,174,16,18,13
137378,5129,ban,harbor,169,15,20,9
137362,4720,Haodong,astra,88,7,10,9
137362,3070,nukkye,cypher,87,4,17,4
137363,3520,ZmjjKK,jett,206,15,17,3
137363,292,Fit1nho,raze,88,5,20,4
137392,3024,rin,brimstone,119,9,17,10
137392,98,ardiis,chamber,149,11,20,5
137393,3021,Biank,sova,109,6,12,4
137393,4164,s0m,omen,87,5,14,5
137618,438,Boaster,omen,132,10,17,10
137618,727,saadhak,kayo,178,12,20,18
137619,458,Chronicle,viper,98,4,14,5
137619,727,saadhak,viper,154,10,12,2
137621,9800,mindfreak,viper,122,11,10,3
137621,6510,AtaKaptan,omen,125,9,18,8
137622,9800,mindfreak,astra,113,8,9,4
137622,1139,qRaxs,kayo,135,5,15,8
137624,485,stax,fade,117,10,16,6
137624,3024,rin,killjoy,156,13,15,2
137625,488,Rb,killjoy,112,8,16,3
137625,6022,Yosemite,killjoy,132,8,17,5
137627,604,Boostio,chamber,148,12,21,3
137627,3520,ZmjjKK,raze,221,21,19,6
137628,619,C0M,sova,158,10,11,7
137628,4720,Haodong,omen,122,8,15,7
137629,3993,jawgemo,astra,130,8,11,10
137629,3520,ZmjjKK,jett,141,8,17,4
137644,438,Boaster,omen,147,9,11,7
137644,10125,qw1,jett,94,6,15,0
137645,438,Boaster,astra,144,11,13,7
137645,10125,qw1,jett,147,12,19,0
137647,3021,Biank,skye,90,5,16,3
137647,3017,nobody,skye,79,5,10,6
137648,3024,rin,omen,154,16,19,14
137648,3520,ZmjjKK,raze,199,19,22,5
137649,3024,rin,omen,93,6,17,11
137649,4742,Smoggy,breach,146,14,17,5
137630,727,saadhak,viper,228,20,24,12
137630,9800,mindfreak,omen,131,13,19,8
137631,8480,aspas,raze,209,12,8,0
137631,7378,Jinggg,raze,159,8,13,2
137632,8447,Less,killjoy,136,10,16,7
137632,9800,mindfreak,astra,111,9,13,11
137633,488,Rb,killjoy,101,7,17,2
137633,3993,jawgemo,raze,182,14,15,4
137634,4462,MaKo,omen,114,7,15,4
137634,11225,Ethan,skye,190,12,10,7
137653,727,saadhak,omen,143,10,20,9
137653,4720,Haodong,brimstone,130,9,20,11
137654,8480,aspas,jett,203,15,9,2
137654,4720,Haodong,omen,103,5,15,13
137655,2408,tuyz,harbor,122,9,17,9
137655,3017,nobody,sova,149,10,18,9
137650,804,BuZz,raze,188,8,9,5
137650,1380,Leo,skye,78,4,12,4
137651,485,stax,skye,112,10,17,1
137651,458,Chronicle,breach,135,11,14,11
137652,772,Zest,viper,104,6,18,5
137652,9810,Alfajer,cypher,132,10,10,3
137636,9803,d4v41,skye,135,9,16,13
137636,26171,Demon1,jett,115,10,18,2
137637,17086,something,reyna,131,8,14,8
137637,604,Boostio,brimstone,94,7,17,6
137638,17086,something,jett,171,16,21,5
137638,604,Boostio,killjoy,157,13,24,9
137656,458,Chronicle,breach,90,5,14,4
137656,8480,aspas,raze,177,11,13,5
137657,458,Chronicle,kayo,146,11,16,5
137657,8447,Less,killjoy,105,6,17,2
137658,458,Chronicle,breach,147,10,18,5
137658,2408,tuyz,harbor,136,11,14,6
137659,604,Boostio,killjoy,174,17,18,2
137659,2408,tuyz,omen,156,16,17,14
137660,619,C0M,viper,146,10,9,4
137660,6193,cauanzin,fade,110,6,15,2
137661,11225,Ethan,yoru,172,11,19,10
137661,2408,tuyz,harbor,125,10,11,5
137662,3993,jawgemo,raze,151,10,17,1
137662,8447,Less,killjoy,108,7,16,2
137663,619,C0M,viper,149,10,16,12
137663,2408,tuyz,brimstone,163,10,14,16
137639,7378,Jinggg,raze,208,13,20,6
137639,619,C0M,viper,111,8,15,5
137640,9800,mindfreak,viper,84,6,18,8
137640,3993,jawgemo,omen,140,11,17,11
137641,7378,Jinggg,raze,188,11,17,6
137641,604,Boostio,brimstone,179,11,15,9
137642,9800,mindfreak,omen,182,14,18,7
137642,619,C0M,viper,118,9,13,8
